px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.81916	-12.0224	-2.6936	1.49043	-0.394943	9.75861	-12.0491	9.75	-12.05	0	-2.73085	0.289868
9.77161	-12.1305	-2.36271	1.42603	-0.456626	9.63743	-12.1863	9.65	-12.2	-1.81598	-2.72396	3.66201
9.69263	-12.2968	-2.46522	1.35363	-0.506117	9.56514	-12.3446	9.55	-12.35	-1.81597	-2.72396	1.23467
9.61429	-12.3712	-1.99136	1.2555	-0.608834	9.47157	-12.4849	9.45	-12.45	-1.82132	-1.82133	9.20375
9.50907	-12.5119	-2.11395	1.16882	-0.663707	9.34752	-12.5408	9.35	-12.55	-1.82131	-1.82131	1.74238
9.45217	-12.6175	-2.09044	1.12101	-0.678496	9.32154	-12.7193	9.3	-12.65	-0.908038	-1.81606	0.216615
9.35371	-12.7398	-2.17451	1.05003	-0.712707	9.24151	-12.7411	9.25	-12.75	-0.908029	-1.81605	0.790962
9.23496	-12.7777	-1.75925	0.897498	-0.875146	9.04013	-12.7738	9.05	-12.85	-3.64007	-1.82004	14.2743
9.06838	-12.9077	-2.01017	0.782376	-0.942557	8.83995	-12.9425	8.85	-12.95	-3.64007	-1.82003	3.5193
8.95102	-12.9649	-1.97537	0.666804	-1.0386	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	3.83899
8.803	-13.0487	-2.1402	0.575786	-1.07657	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	1.68075
8.65156	-13.0999	-2.21544	0.447969	-1.17294	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	3.21911
8.47951	-13.1667	-2.37412	0.35754	-1.19685	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	1.20692
8.34648	-13.2076	-2.3967	0.285434	-1.20379	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	0.169615
8.16884	-13.2536	-2.53315	0.206762	-1.21325	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	0.760245
7.99824	-13.2663	-2.65494	0.107279	-1.2593	7.88931	-13.1791	7.9	-13.25	-2.72673	0	0.981715
7.82404	-13.2773	-2.72709	0.0309613	-1.26445	7.75593	-13.2425	7.75	-13.25	-2.72673	0	0.347912
7.66101	-13.2685	-2.77116	-0.0495908	-1.27781	7.52542	-13.1457	7.6	-13.25	-2.72991	0	0.417666
7.49176	-13.2556	-2.81582	-0.121856	-1.27852	7.44992	-13.2329	7.45	-13.25	-2.72991	0	0.134872
7.27838	-13.2044	-3.16058	-0.230397	-1.33977	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	3.38434
7.09233	-13.1639	-3.20848	-0.299656	-1.33407	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	0.0944651
6.99727	-13.1511	-2.68845	-0.331132	-1.25989	6.90569	-13.1515	6.9	-13.15	-2.72312	0	6.83012
6.81441	-13.1169	-2.79279	-0.380234	-1.23689	6.73255	-13.1364	6.75	-13.15	-2.72312	0	0.493136
6.72997	-13.102	-2.45611	-0.415792	-1.19503	6.69426	-13.3705	6.6	-13.15	-3.00475	0	3.58444
6.55238	-13.0827	-2.59475	-0.436077	-1.15238	6.42749	-13.1436	6.45	-13.15	-3.00472	0	1.31928
6.45222	-13.0445	-2.45529	-0.482162	-1.13497	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	0.779687
6.31181	-13.0053	-2.51539	-0.514922	-1.10965	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	0.414701
6.20094	-12.9509	-2.43559	-0.566017	-1.09731	6.162	-13.1569	6.1	-13	-2.72732	0.909111	0.571062
6.0439	-12.8968	-2.51375	-0.595244	-1.06417	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	0.68817
5.93315	-12.8271	-2.44052	-0.64611	-1.05342	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	0.311873
5.76771	-12.773	-2.52879	-0.65864	-1.00556	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	1.26016
5.64423	-12.6808	-2.64272	-0.71101	-1.00559	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	0.414076
5.50272	-12.6034	-2.68253	-0.737485	-0.975426	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	0.446133
5.38373	-12.4963	-2.78923	-0.789425	-0.976315	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	0.343443
5.22529	-12.4074	-2.85194	-0.802015	-0.932561	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	0.871781
5.13176	-12.324	-2.68265	-0.840946	-0.917293	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	1.29506
5.00879	-12.2198	-2.71646	-0.871758	-0.896233	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	0.215809
4.8924	-12.0817	-2.94694	-0.920434	-0.899056	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	1.08154
4.78255	-11.9545	-2.96389	-0.959233	-0.887572	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	0.0642711
4.71813	-11.8515	-2.61865	-1.00745	-0.882263	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	2.65174
4.65345	-11.7316	-2.60234	-1.06024	-0.887209	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	0.0485317
4.58341	-11.6017	-2.65868	-1.10835	-0.886881	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	0.113271
4.52943	-11.463	-2.66112	-1.16521	-0.895173	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	0.0369002
4.43951	-11.2689	-3.16587	-1.20722	-0.886922	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	5.06427
4.40297	-11.0948	-3.16669	-1.2742	-0.906307	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	0.152449
4.41706	-10.9987	-2.47525	-1.35657	-0.946891	4.46178	-10.9843	4.45	-10.95	0	1.81804	9.76086
4.4085	-10.8629	-2.46994	-1.42118	-0.960436	4.4464	-10.8663	4.45	-10.85	0	1.81805	0.0921546
4.42225	-10.7779	-2.15769	-1.49065	-0.982913	4.60972	-11.1274	4.45	-10.75	0	1.81614	3.51923
4.42384	-10.6531	-2.16837	-1.55208	-0.990479	4.43858	-10.6346	4.45	-10.65	0	1.81614	0.0353473
4.391	-10.4641	-2.76264	-1.57155	-0.94213	4.43099	-10.4242	4.45	-10.45	0	3.6396	8.04826
4.41329	-10.2953	-2.79823	-1.64033	-0.959715	4.44616	-10.2449	4.45	-10.25	0	3.6396	0.226828
4.44285	-10.1506	-2.71158	-1.70885	-0.979752	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	0.301718
4.49582	-9.98577	-2.75891	-1.78642	-1.00467	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	0.325021
4.52197	-9.83018	-2.90482	-1.82304	-0.983616	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	0.722013
4.58866	-9.67747	-2.95027	-1.89291	-1.0054	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	0.253013
4.67221	-9.54184	-2.76616	-1.98976	-1.06461	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	2.27761
4.73658	-9.417	-2.73955	-2.04764	-1.06412	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	0.0926238
4.78951	-9.28175	-2.83802	-2.07795	-1.03053	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	0.646291
4.88548	-9.15409	-2.8806	-2.14494	-1.04659	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	0.201165
4.94069	-8.9987	-3.03848	-2.1451	-0.960539	5.03379	-9.03255	5	-9	0.908384	2.72514	3.33654
5.04441	-8.85496	-3.06602	-2.20229	-0.964964	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	0.0279298
5.16324	-8.73659	-3.01857	-2.27802	-0.997627	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	0.483205
5.26853	-8.6249	-2.98486	-2.33248	-0.997235	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	0.0575559
5.34041	-8.49309	-3.00519	-2.33186	-0.912074	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	2.51338
5.45164	-8.37545	-2.99752	-2.37861	-0.9087	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	0.0230824
5.55552	-8.2581	-2.99705	-2.40559	-0.871533	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	0.541907
5.67005	-8.15793	-2.96262	-2.45162	-0.869785	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	0.0305554
5.77832	-8.05563	-2.93064	-2.47757	-0.831955	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	0.754776
5.8792	-7.96609	-2.8584	-2.51464	-0.823756	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	0.291028
5.97249	-7.87118	-2.77524	-2.52413	-0.762884	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	1.63516
6.08621	-7.78079	-2.7567	-2.5593	-0.756309	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	0.143342
6.12987	-7.66712	-2.54032	-2.51032	-0.606791	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	9.74368
6.2631	-7.54488	-2.65316	-2.52935	-0.59107	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	0.70488
6.39063	-7.4528	-2.69159	-2.56213	-0.595081	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	0.353345
6.53866	-7.33506	-2.80619	-2.58202	-0.580802	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	0.5432
6.66163	-7.24847	-2.78529	-2.60336	-0.564936	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	0.16331
6.78171	-7.17129	-2.75868	-2.63036	-0.561265	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	0.0929511
6.90422	-7.09244	-2.71723	-2.64782	-0.539448	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	0.229988
7.05314	-6.99742	-2.79336	-2.6671	-0.527535	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	0.235
7.1244	-6.9106	-2.50098	-2.63609	-0.427772	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	5.28554
7.25687	-6.81478	-2.56978	-2.64449	-0.411034	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	0.359853
7.33276	-6.73151	-2.34986	-2.6202	-0.334797	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	3.50583
7.45994	-6.6307	-2.43584	-2.61936	-0.313645	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	0.531615
7.61244	-6.56397	-2.61821	-2.66326	-0.360607	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	1.85779
7.74558	-6.48449	-2.64917	-2.67538	-0.352164	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	0.0776276
7.85127	-6.41643	-2.52361	-2.67497	-0.319539	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	0.683352
7.972	-6.35245	-2.51917	-2.69029	-0.317374	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	0.0166832
8.08334	-6.28803	-2.45554	-2.69595	-0.299593	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	0.231545
8.22308	-6.20351	-2.52984	-2.69851	-0.28367	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	0.24747
8.3539	-6.13268	-2.56758	-2.70856	-0.279033	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	0.288633
8.51084	-6.02958	-2.68583	-2.70004	-0.251778	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	0.660587
8.60042	-5.95039	-2.43577	-2.67138	-0.185092	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	2.94822
8.73942	-5.84677	-2.53274	-2.65634	-0.157186	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	0.599845
8.87961	-5.77465	-2.60205	-2.66643	-0.160633	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	0.285472
9.03362	-5.65471	-2.72977	-2.64392	-0.12591	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	0.914032
9.13049	-5.56592	-2.53694	-2.61296	-0.0681162	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	2.01559
9.26168	-5.44689	-2.6258	-2.58657	-0.0359065	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	0.800369
9.37262	-5.36243	-2.59125	-2.57717	-0.0214142	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	0.349628
9.48114	-5.28168	-2.57403	-2.5727	-0.0162564	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	0.140592
9.55461	-5.19649	-2.28176	-2.52849	0.057605	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	4.53066
9.66807	-5.07085	-2.38325	-2.49371	0.0911983	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	0.900319
9.75696	-4.97836	-2.32623	-2.46903	0.117852	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	0.622845
9.87044	-4.8494	-2.43076	-2.4354	0.146892	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	0.68367
9.96111	-4.75155	-2.38755	-2.41033	0.170877	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	0.344259
10.07	-4.62338	-2.47822	-2.38	0.193319	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	0.428572
10.2322	-4.53299	-2.77203	-2.42875	0.102189	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	5.02694
10.3519	-4.40582	-2.8295	-2.40868	0.117613	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	0.200298
10.3727	-4.28393	-2.37617	-2.30371	0.268884	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	11.2109
10.4668	-4.14679	-2.46314	-2.26912	0.290148	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	0.390443
10.5783	-4.03975	-2.59181	-2.27891	0.247657	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	1.3338
10.6698	-3.90162	-2.64974	-2.24923	0.264458	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	0.273533
10.7569	-3.77764	-2.67496	-2.23005	0.266972	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	0.461534
10.8559	-3.61698	-2.78227	-2.1973	0.286551	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	0.417679
10.9011	-3.4886	-2.67461	-2.13893	0.352108	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	1.89345
10.972	-3.33263	-2.76768	-2.10093	0.373535	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	0.530437
11.0829	-3.20512	-2.90964	-2.13028	0.29005	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	4.00394
11.1605	-3.0663	-2.90707	-2.11038	0.293865	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	0.0402803
11.2053	-2.92415	-2.78987	-2.05468	0.355361	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	1.63165
11.2735	-2.77225	-2.82424	-2.02818	0.362699	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	0.0696936
11.2099	-2.62712	-2.4481	-1.85764	0.609271	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	28.2056
11.2252	-2.49311	-2.46863	-1.81244	0.623653	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	0.493296
11.2744	-2.36902	-2.47518	-1.80887	0.571841	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	1.48638
11.2947	-2.21233	-2.528	-1.76511	0.584086	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	0.310997
11.3359	-2.07973	-2.54005	-1.76425	0.529096	11.1623	-1.9797	11.3	-2	0.909855	2.72956	2.04033
11.3605	-1.90834	-2.63075	-1.72762	0.536557	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	0.247325
